Dataset Name,Image Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody 1],Antibody Identifier 1,Comment [Antibody 1],Experimental Condition [Antibody 2],Antibody Identifier 2,Comment [Antibody 2],Experimental Condition [Antibody 3],Antibody Identifier 3,Comment [Antibody 3],Comment [Probe],Comment [Gene Identifier 1],Comment [Gene Symbol 1],Comment [Gene Identifier 2],Comment [Gene Symbol 2],Comment [Gene Identifier 3],Comment [Gene Symbol 3],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
PAX6_OLIG2_NKX2-2_CS15,120619_CS15_14735.lif - TileScan 1_B2_1b.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\120619_CS15_14735.lif - TileScan 1_B2_1b.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,120619_CS15_14735.lif - TileScan 1_B2_1c.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\120619_CS15_14735.lif - TileScan 1_B2_1c.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,120619_CS15_14735.lif - TileScan 1_B2_1d.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\120619_CS15_14735.lif - TileScan 1_B2_1d.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,CS15_14346_brac_2.lif - 2_2 a.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\CS15_14346_brac_2.lif - 2_2 a.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,CS15_14346_brac_2.lif - 2_3 a.tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\CS15_14346_brac_2.lif - 2_3 a.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS15,CS15_14346_brac_2.lif - 2_4 .tif,,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS15\CS15_14346_brac_2.lif - 2_4 .tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS17,020919_CS17_144.731.1 pax6_o2_nkx22.lif - TileScan 1_1.1_big.tif,,Homo sapiens,NCBITaxon,9606,CS17,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS17\020919_CS17_144.731.1 pax6_o2_nkx22.lif - TileScan 1_1.1_big.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS17,020919_CS17_144.731.1 pax6_o2_nkx22.lif - TileScan 1_1.2.tif,,Homo sapiens,NCBITaxon,9606,CS17,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS17\020919_CS17_144.731.1 pax6_o2_nkx22.lif - TileScan 1_1.2.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS17,020919_CS17_144.731.1 pax6_o2_nkx22.lif - TileScan 1_1.3.tif,,Homo sapiens,NCBITaxon,9606,CS17,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS17\020919_CS17_144.731.1 pax6_o2_nkx22.lif - TileScan 1_1.3.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS17,020919_CS17_144.731.1 pax6_o2_nkx22.lif - TileScan 1_1.4.tif,,Homo sapiens,NCBITaxon,9606,CS17,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS17\020919_CS17_144.731.1 pax6_o2_nkx22.lif - TileScan 1_1.4.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS19,140120_P488_O568_N647.lif - CS19_14391.1_B_3.tif,,Homo sapiens,NCBITaxon,9606,CS19,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS19\140120_P488_O568_N647.lif - CS19_14391.1_B_3.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS19,140120_P488_O568_N647.lif - CS19_14391.1_B_4.tif,,Homo sapiens,NCBITaxon,9606,CS19,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS19\140120_P488_O568_N647.lif - CS19_14391.1_B_4.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS20,140120_P488_O568_N647.lif - CS20_14569.1 B2_Region 2_Merged.tif, ,Homo sapiens,NCBITaxon,9606,CS20,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS20\140120_P488_O568_N647.lif - CS20_14569.1 B2_Region 2_Merged.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PAX6_OLIG2_NKX2-2_CS20,140120_P488_O568_N647.lif - CS20_14569.1 B2_Region 3_Merged.tif, ,Homo sapiens,NCBITaxon,9606,CS20,Immunofluorescence,PAX6,NM_001604,Millipore AB22337,OLIG2,NM_005806,R&D Systems AF2418,NKX2-2,NM_002509,DSHB 74.5A5,,ENSG00000007372,PAX6,ENSG00000205927,OLIG2,ENSG00000125820,NKX2-2,PAX6_OLIG2_NKX2-2_CS20\140120_P488_O568_N647.lif - CS20_14569.1 B2_Region 3_Merged.tif,,1 - DAPI; 2 - PAX6; 3 - OLIG2; 4 - NKX2-2,,,Spinal cord (strong)
PDGFRB_12PCW,"12998,4,12 PCW,MB_HB,114_pdgfrb.ome.tiff","Fetal brain 12998, slide 114",Homo sapiens,NCBITaxon,9606,12PCW,RNAscope,,NM_002609,,,,,,,,ACDBio 548991,ENSG00000113721,PDGFRB,,,,,"PDGFRB_12pcw\12998,4,12 PCW,MB_HB,114_pdgfrb.ome.tiff",,,,Fast Red,"Mesencephalon, rhombencephalon (strong)"
PDGFRB_14PCW,"12807,17,Hindbrain,14 PCW,232_pdgfrb.ome.tiff","Fetal brain 12807, slide 232",Homo sapiens,NCBITaxon,9606,14PCW,RNAscope,,NM_002609,,,,,,,,ACDBio 548991,ENSG00000113721,PDGFRB,,,,,"PDGFRB_14pcw\12807,17,Hindbrain,14 PCW,232_pdgfrb.ome.tiff",,,,Fast Red,Rhombencephalon (strong)
PDGFRB_14PCW,"13002,23,Hindbrain,14pcw,21_pdgfrb.ome.tiff","Fetal brain 13002, slide 21",Homo sapiens,NCBITaxon,9606,14PCW,RNAscope,,NM_002609,,,,,,,,ACDBio 548991,ENSG00000113721,PDGFRB,,,,,"PDGFRB_14pcw\13002,23,Hindbrain,14pcw,21_pdgfrb.ome.tiff",,,,Fast Red,Rhombencephalon (strong)
PDGFRB_18PCW,"13463,31,MBHB,18pcw,53_pdgfrb.ome.tiff","Fetal brain 13463, slide 53",Homo sapiens,NCBITaxon,9606,18PCW,RNAscope,,NM_002609,,,,,,,,ACDBio 548991,ENSG00000113721,PDGFRB,,,,,"PDGFRB_18pcw\13463,31,MBHB,18pcw,53_pdgfrb.ome.tiff",,,,Fast Red,Rhombencephalon (strong)
PDGFRB_18PCW,"14730,35,HB,18PCW,29_pdgfrb.ome.tiff","Fetal brain 14730, slide 29",Homo sapiens,NCBITaxon,9606,18PCW,RNAscope,,NM_002609,,,,,,,,ACDBio 548991,ENSG00000113721,PDGFRB,,,,,"PDGFRB_18pcw\14730,35,HB,18PCW,29_pdgfrb.ome.tiff",,,,Fast Red,"Pons, cerebellum (strong)"
PDGFRB_CS20,"11587,1,head,CS20,53_pdgfrb.ome.tiff","Embryo 11587, slide 53",Homo sapiens,NCBITaxon,9606,CS20,RNAscope,,NM_002609,,,,,,,,ACDBio 548991,ENSG00000113721,PDGFRB,,,,,"PDGFRB_CS20\11587,1,head,CS20,53_pdgfrb.ome.tiff",,,,Fast Red,"Head mesenchyme, telencephalon, diencephalon, mesencephalon, rhombencephalon (strong)"
ROBO1_10PCW,"13136,5,Forebrain,10pcw,147_ROBO1.ome.tiff","Fetal brain 13136, slide 147",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,"ROBO1_10pcw\13136,5,Forebrain,10pcw,147_ROBO1.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium (strong)"
ROBO1_10PCW,"13136,5,Forebrain,10pcw,98_ROBO1.ome.tiff","Fetal brain 13136, slide 98",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,"ROBO1_10pcw\13136,5,Forebrain,10pcw,98_ROBO1.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium (strong)"
ROBO1_12PCW,Autotest_0000019875_ROBO1.ome.tiff,"Fetal brain 11795, slide 153",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,ROBO1_12pcw\Autotest_0000019875_ROBO1.ome.tiff,,,,DAB,"Telencephalon, pallium, subpallium (strong)"
ROBO1_12PCW,Autotest_0000019880_ROBO1.ome.tiff,"Fetal brain 11795, slide 154",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,ROBO1_12pcw\Autotest_0000019880_ROBO1.ome.tiff,,,,DAB,"Telencephalon, pallium, subpallium (strong)"
ROBO1_CS23,"11613,1,Embryo,CS23,291_2018-05-14 12_26_13.scn [1]","Embryo 11613, slide 291",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,"ROBO1_CS23\11613,1,Embryo,CS23,291_2018-05-14 12_26_13.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium, hypothalmus, diencephalon, mesencephalon, metencephalon, myelencephalon (strong)"
ROBO1_CS23,"11613,1,Embryo,CS23,291_2018-05-14 12_26_13.scn [macro]","Embryo 11613, slide 291",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,"ROBO1_CS23\11613,1,Embryo,CS23,291_2018-05-14 12_26_13.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium, hypothalmus, diencephalon, mesencephalon, metencephalon, myelencephalon (strong)"
ROBO1_CS23,"12506,5,R hemi,CS23,64_ROBO1.ome.tiff","Embryonic brain 12506, slide 64",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,"ROBO1_CS23\12506,5,R hemi,CS23,64_ROBO1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
ROBO1_CS19,"12769,4,Head,CS19,101_ROBO1.ome.tiff","Embryo 12769, slide 101",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,"ROBO1_CS19\12769,4,Head,CS19,101_ROBO1.ome.tiff",,,,DAB,"Head mesenchyme, hypothalamus, rhombencephalon (strong)"
ROBO1_CS19,3DView.avi,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,ROBO1_CS19\3DView.avi,"3D movie of data mapped into a CS19 model. Red = strong expression, blue = weak expression.",,"Red = strong expression, blue = weak expression.",,
ROBO1_CS19,3DView.jpg,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,ROBO1_CS19\3DView.jpg,"3D view of data mapped into a CS19 model. Red = strong expression, blue = weak expression.",,"Red = strong expression, blue = weak expression.",,
ROBO1_CS21,"12128,1,head,CS21,107_ROBO1.ome.tiff","Embryo 12128, slide 107",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,"ROBO1_CS21\12128,1,head,CS21,107_ROBO1.ome.tiff",,,,DAB,"Mesenchyme, telencephalon, subpallium, hypothalamus, diencephalon, larynx (strong)"
ROBO1_CS21,ImageCollection_0000011648_ROBO1.ome.tiff,"Embryo 13436, slide 152",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,ROBO1,NM_002941,Abcam Ab 7279,,,,,,,,ENSG00000169855,ROBO1,,,,,ROBO1_CS21\ImageCollection_0000011648_ROBO1.ome.tiff,,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, diencephalon (strong)"
SCGN_10PCW,13081_127_SCGN.scn [1],"Fetal brain 13081, slide 13081",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,SCGN_10pcw\13081_127_SCGN.scn [1],,,,DAB,"Diencephalon, telencephalon, pallium, subpallium (strong)"
SCGN_10PCW,13081_127_SCGN.scn [macro],"Fetal brain 13081, slide 13081",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,SCGN_10pcw\13081_127_SCGN.scn [macro],,,,DAB,"Diencephalon, telencephalon, pallium, subpallium (strong)"
SCGN_10PCW,"13136,5,Forebrain,10pcw,147_SCGN.ome.tiff","Fetal brain 13136, slide 147",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_10pcw\13136,5,Forebrain,10pcw,147_SCGN.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium, subpallium (strong)"
SCGN_10PCW,"13136,5,Forebrain,10pcw,150_2017-11-23 15_16_07.scn [1]","Fetal brain 13136, slide 150",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_10pcw\13136,5,Forebrain,10pcw,150_2017-11-23 15_16_07.scn [1]",,,,DAB,"Diencephalon, telencephalon, pallium, subpallium (strong)"
SCGN_10PCW,"13136,5,Forebrain,10pcw,150_2017-11-23 15_16_07.scn [macro]","Fetal brain 13136, slide 150",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_10pcw\13136,5,Forebrain,10pcw,150_2017-11-23 15_16_07.scn [macro]",,,,DAB,"Diencephalon, telencephalon, pallium, subpallium (strong)"
SCGN_10PCW,"13136,5,Forebrain,10pcw,98_SCGN.ome.tiff","Fetal brain 13136, slide 98",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_10pcw\13136,5,Forebrain,10pcw,98_SCGN.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium, subpallium (strong)"
SCGN_10PCW,"13331,9,LFB,10PCW,65_SCGN.ome.tiff","Fetal brain 13331, slide 65",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_10pcw\13331,9,LFB,10PCW,65_SCGN.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
SCGN_10PCW,"13341,1,Brain,10pcw,140_SCGN.ome.tiff","Fetal brain 13341, slide 140",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_10pcw\13341,1,Brain,10pcw,140_SCGN.ome.tiff",,,,DAB,"Telencephalon, septum, pallium, subpallium (strong)"
SCGN_10PCW,"13341,1,Brain,10pcw,168_SCGN.ome.tiff","Fetal brain 13341, slide 168",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_10pcw\13341,1,Brain,10pcw,168_SCGN.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium, subpallium, hypothalamus (strong)"
SCGN_10PCW,"13341,1,Brain,10pcw,186_SCGN.ome.tiff","Fetal brain 13341, slide 186",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_10pcw\13341,1,Brain,10pcw,186_SCGN.ome.tiff",,,,DAB,"Hypothalamus, telencephalon, pallium, subpallium (strong)"
SCGN_12PCW,"11523,10,Brain SL2,12pcw,14_2017-11-23 15_19_38.scn [2]","Fetal brain 11523, slide 14",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_12pcw\11523,10,Brain SL2,12pcw,14_2017-11-23 15_19_38.scn [2]",,,,DAB,"Telencephalon, subpallium (strong)"
SCGN_12PCW,"11523,10,Brain SL2,12pcw,14_2017-11-23 15_19_38.scn [1]","Fetal brain 11523, slide 14",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_12pcw\11523,10,Brain SL2,12pcw,14_2017-11-23 15_19_38.scn [1]",,,,DAB,"Telencephalon, subpallium (strong)"
SCGN_12PCW,"11523,10,Brain SL2,12pcw,14_2017-11-23 15_19_38.scn [macro]","Fetal brain 11523, slide 14",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_12pcw\11523,10,Brain SL2,12pcw,14_2017-11-23 15_19_38.scn [macro]",,,,DAB,"Telencephalon, subpallium (strong)"
SCGN_12PCW,"11795,11,R Hemi,12pcw,151_2017-11-23 15_20_01.scn [1]","Fetal brain 11795, slide 151",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_12pcw\11795,11,R Hemi,12pcw,151_2017-11-23 15_20_01.scn [1]",,,,DAB,"Telencephalon, subpallium (strong)"
SCGN_12PCW,"11795,11,R Hemi,12pcw,151_2017-11-23 15_20_01.scn [macro]","Fetal brain 11795, slide 151",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_12pcw\11795,11,R Hemi,12pcw,151_2017-11-23 15_20_01.scn [macro]",,,,DAB,"Telencephalon, subpallium (strong)"
SCGN_12PCW,"12968,12.sl3,FB,12PCW,19_SCGN.ome.tiff","Fetal brain 12968, slide 19",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_12pcw\12968,12.sl3,FB,12PCW,19_SCGN.ome.tiff",,,,DAB,"Hypothalamus, diencephalon, telencephalon, pallium, subpallium (strong)"
SCGN_12PCW,"12968,12.sl3,FB,12PCW,20_SCGN.ome.tiff","Fetal brain 12968, slide 20",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_12pcw\12968,12.sl3,FB,12PCW,20_SCGN.ome.tiff",,,,DAB,"Hypothalamus, septum, telencephalon, pallium, subpallium (strong)"
SCGN_CS19,"1032,1,head,CS19,47_SCGN.ome.tiff","Embryo 1032, slide 47",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_CS19\1032,1,head,CS19,47_SCGN.ome.tiff",,,,DAB,"Telencephalon, hypothalamus, subpallium (strong)"
SCGN_CS19,"1032,1,head,CS19,61_SCGN.ome.tiff","Embryo 1032, slide 61",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_CS19\1032,1,head,CS19,61_SCGN.ome.tiff",,,,DAB,"Telencephalon, hypothalamus, subpallium, vestibulocochlear ganglion (strong)"
SCGN_CS19,"12769,4,Head,CS19,109_SCGN.ome.tiff","Embryo 12769, slide 109",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_CS19\12769,4,Head,CS19,109_SCGN.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus, vestibulocochlear ganglion (strong)"
SCGN_CS19,"12769,4,Head,CS19,110_SCGN.ome.tiff","Embryo 12769, slide 110",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_CS19\12769,4,Head,CS19,110_SCGN.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus, vestibulocochlear ganglion (strong)"
SCGN_CS19,"12769,4,Head,CS19,113_SCGN.ome.tiff","Embryo 12769, slide 113",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_CS19\12769,4,Head,CS19,113_SCGN.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus, trigeminal ganglion, vestibulocochlear ganglion, vagus ganglion, spinal cord (strong)"
SCGN_CS19,3DView.avi,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,SCGN_CS19\3DView.avi,"3D movie of data mapped into a CS19 model. Red = strong expression, yellow = moderate expression, blue = weak expression.",,"Red = strong expression, yellow = moderate expression, blue = weak expression.",,
SCGN_CS19,3DView.jpg,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,SCGN_CS19\3DView.jpg,"3D view of data mapped into a CS19 model. Red = strong expression, yellow = moderate expression, blue = weak expression.",,"Red = strong expression, yellow = moderate expression, blue = weak expression.",,
SCGN_CS21,"12128,1,head,CS21,107_SCGN.ome.tiff","Embryo 12128, slide 107",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_CS21\12128,1,head,CS21,107_SCGN.ome.tiff",,,,DAB,"Diencephalon, telencephalon, subpallium, hypothalamus (strong)"
SCGN_CS21,"12128,1,head,CS21,128_SCGN.ome.tiff","Embryo 12128, slide 128",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,SCGN,NM_006998,Atlas Antibodies HPA006641,,,,,,,,ENSG00000079689,SCGN,,,,,"SCGN_CS21\12128,1,head,CS21,128_SCGN.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
